"","From","To","Mean","UCI","p.value"
"2980","MRT","ARG",6.57049254607899e-10,1.3140985092158e-09,0.068
"2981","MRT","BRB",4.32139688580452e-09,1.29641906574136e-08,0.332
"2982","MRT","BOL",2.94027635822199e-09,5.89792462778092e-09,0.102
"2983","MRT","BWA",2.7822648489151e-09,8.34679454674532e-09,0.329
"2984","MRT","KHM",2.2042186911121e-09,4.52802671290064e-09,0.097
"2985","MRT","CAN",0.00023647629565279,0.000478942261196128,0.092
"2986","MRT","DJI",7.07787167355464e-07,1.41557433471093e-06,0.091
"2987","MRT","DMA",5.21157340108913e-09,1.56347202032674e-08,0.322
"2988","MRT","SWZ",3.87301336964757e-10,1.16190401089427e-09,0.336
"2989","MRT","GEO",1.62666561525198e-08,4.87999684575594e-08,0.317
"2990","MRT","GNB",2.05667859812452e-09,4.11335719624904e-09,0.097
"2991","MRT","HTI",7.21959438781796e-08,1.52476992657575e-07,0.074
"2992","MRT","IRN",3.47438226739275e-10,1.04231468021782e-09,0.344
"2993","MRT","ISR",7.54620072258142e-08,1.50924014451628e-07,0.085
"2994","MRT","PRK",8.67255623498238e-08,2.56690975016789e-07,0.087
"2995","MRT","LSO",2.37676828719249e-08,7.13030486157746e-08,0.319
"2996","MRT","MDG",6.55799834365422e-08,1.37104673285524e-07,0.09
"2997","MRT","MDV",4.76959688385447e-09,1.43087906515634e-08,0.317
"2998","MRT","MLT",5.74745785812001e-08,1.724237357436e-07,0.345
"2999","MRT","MNG",1.09234286046642e-09,2.28474208143004e-09,0.089
"3000","MRT","MMR",8.0782869846748e-08,2.35866514211537e-07,0.08
"3001","MRT","NPL",6.9487645347855e-10,2.08462936043565e-09,0.309
"3002","MRT","PRY",7.74602673929515e-10,2.32380802178854e-09,0.321
"3003","MRT","PHL",6.57049254607899e-10,1.3140985092158e-09,0.089
"3004","MRT","QAT",2.2042186911121e-09,4.40843738222419e-09,0.1
"3005","MRT","RWA",2.30302530792463e-07,5.78202903320645e-07,0.063
"3006","MRT","LCA",1.58986562795149e-09,4.76959688385447e-09,0.349
"3007","MRT","VCT",1.19239922096362e-09,2.38479844192723e-09,0.318
"3008","MRT","SVN",4.32139688580452e-10,1.29641906574136e-09,0.331
"3009","MRT","PSE",6.9228673966618e-09,1.55570287888963e-08,0.092
"3010","MRT","SUR",5.23241969469348e-07,1.56972590840804e-06,0.332
"3011","MRT","TKL",3.87301336964757e-10,1.16190401089427e-09,0.323
"3012","MRT","TON",5.16706329084234e-09,1.5501189872527e-08,0.344
"3013","MRT","UZB",7.15699918387876e-10,1.45222330168508e-09,0.08
"3014","MUS","ATG",9.10962521087821e-08,2.61620984734674e-07,0.073
"3015","MUS","ARM",1.27189250236119e-08,3.81567750708357e-08,0.338
"3016","MUS","AZE",4.34074495627064e-09,1.04231468021782e-08,0.083
"3017","MUS","BRB",2.17763729762955e-07,6.52098790067902e-07,0.084
"3018","MUS","BLZ",3.47438226739275e-10,1.04231468021782e-09,0.345
"3019","MUS","BMU",9.26507492316489e-07,2.77952247694947e-06,0.358
"3020","MUS","BOL",3.97466406987872e-10,1.19239922096362e-09,0.327
"3021","MUS","VGB",2.88787562959299e-10,8.66362688877896e-10,0.359
"3022","MUS","COL",1.89842739419147e-09,3.79685478838295e-09,0.095
"3023","MUS","CRI",8.28307931087128e-09,2.25254299108253e-08,0.078
"3024","MUS","DMA",3.17973125590298e-09,9.53919376770893e-09,0.321
"3025","MUS","ECU",5.15566368308041e-08,1.54669910492412e-07,0.359
"3026","MUS","SLV",4.06211307265625e-08,1.21863392179688e-07,0.339
"3027","MUS","EST",3.62439901289019e-09,8.66362688877896e-09,0.083
"3028","MUS","GMB",1.93650668482379e-09,5.80952005447136e-09,0.331
"3029","MUS","GEO",7.30276343824404e-09,1.87813462740786e-08,0.083
"3030","MUS","GRD",1.98733203493936e-09,5.96199610481808e-09,0.327
"3031","MUS","GTM",3.09720303600441e-08,9.17236918591686e-08,0.076
"3032","MUS","GIN",2.79116740270378e-08,7.18110298714771e-08,0.084
"3033","MUS","GNB",2.02151294071509e-09,6.06453882214527e-09,0.33
"3034","MUS","IRQ",1.51269724120328e-08,4.27818291694648e-08,0.092
"3035","MUS","KIR",2.80890797577294e-08,8.42672392731882e-08,0.345
"3036","MUS","KGZ",3.47438226739275e-10,1.04231468021782e-09,0.366
"3037","MUS","NIC",1.58986562795149e-09,4.76959688385447e-09,0.33
"3038","MUS","NER",8.29606095568324e-10,1.65921219113665e-09,0.089
"3039","MUS","PNG",1.16677715916722e-08,3.50033147750166e-08,0.34
"3040","MUS","KNA",4.32139688580452e-10,1.29641906574136e-09,0.348
"3041","MUS","LCA",1.62293287859712e-08,3.24586575719424e-08,0.083
"3042","MUS","STP",4.41914029978321e-09,1.32574208993496e-08,0.353
"3043","MUS","SLE",2.45414500511239e-09,4.90829001022479e-09,0.089
"3044","MUS","SYR",3.02497782006316e-09,9.07493346018949e-09,0.327
"3045","MUS","TKL",1.1047850749458e-09,3.31435522483741e-09,0.361
"3046","MUS","TTO",2.11586009128657e-09,5.18567626296543e-09,0.09
"3047","MUS","TKM",1.29641906574136e-09,3.88925719722407e-09,0.296
"3048","MUS","TUV",9.9392128373504e-09,2.98176385120512e-08,0.344
"3049","MUS","VEN",3.19712851512591e-08,7.51211509207078e-08,0.079
"3050","MEX","AFG",6.1396912640894e-08,1.6034275350341e-07,0.102
"3051","MEX","AND",1.54920534785903e-08,4.64761604357709e-08,0.349
"3052","MEX","BFA",2.04937631402446e-06,6.14812894207339e-06,0.323
"3053","MEX","TCD",5.22685775866379e-08,1.44881740550278e-07,0.111
"3054","MEX","PYF",2.48539728728593e-07,7.20209129462024e-07,0.09
"3055","MEX","GMB",7.05900338810461e-07,2.11770101643138e-06,0.31
"3056","MEX","GIB",1.49741302178922e-08,2.99482604357845e-08,0.083
"3057","MEX","GIN",9.57672466652436e-07,2.75682699886788e-06,0.091
"3058","MEX","IRN",6.92697502686132e-08,1.87066545753978e-07,0.096
"3059","MEX","PRK",3.23796133711386e-07,7.50626639064245e-07,0.067
"3060","MEX","LBR",1.80667877904423e-08,3.70369149704059e-08,0.336
"3061","MEX","MLI",3.22412133849056e-07,6.44824267698113e-07,0.085
"3062","MEX","FSM",3.80363951879632e-07,1.12562486458965e-06,0.064
"3063","MEX","MNG",4.91080331272533e-07,9.85778665392554e-07,0.088
"3064","MEX","MNE",9.14031155236827e-08,2.74209346571048e-07,0.333
"3065","MEX","NPL",5.20803217376072e-08,1.1172472763018e-07,0.082
"3066","MEX","NCL",3.19165524811261e-07,9.57496574433784e-07,0.367
"3067","MEX","NER",2.65516679678641e-07,7.96550039035923e-07,0.322
"3068","MEX","PNG",4.56782874185953e-08,9.17236918591686e-08,0.084
"3069","MEX","SLE",9.61868704910651e-08,2.88560611473195e-07,0.345
"3070","MEX","USA",0.757357687962131,0.797322561745568,1
"3071","MDA","AND",2.87694308184184e-08,6.29727492719107e-08,0.092
"3072","MDA","AIA",2.88787562959299e-09,5.92014504066549e-09,0.35
"3073","MDA","BHS",1.70244731102245e-08,5.10734193306734e-08,0.32
"3074","MDA","BOL",2.02240609190321e-08,5.02490359549179e-08,0.091
"3075","MDA","CPV",2.16069844290226e-08,6.48209532870678e-08,0.34
"3076","MDA","CAF",7.35872540233039e-09,2.20761762069912e-08,0.334
"3077","MDA","MAC",6.76088899924056e-10,1.44393781479649e-09,0.094
"3078","MDA","COD",1.83206806656883e-08,3.66413613313766e-08,0.086
"3079","MDA","COK",4.32139688580452e-10,1.29641906574136e-09,0.337
"3080","MDA","CUB",3.47438226739275e-10,1.04231468021782e-09,0.36
"3081","MDA","DJI",1.22164044996843e-08,2.44328089993685e-08,0.089
"3082","MDA","GNQ",1.15173216125962e-08,2.85899687329706e-08,0.088
"3083","MDA","PYF",2.02151294071509e-09,6.06453882214527e-09,0.331
"3084","MDA","GRL",4.59934478225530e-09,9.7550084653357e-09,0.091
"3085","MDA","GRD",1.73272537775579e-09,5.19817613326737e-09,0.346
"3086","MDA","GUM",1.74885219074664e-08,5.24655657223991e-08,0.334
"3087","MDA","HTI",9.90198946206934e-08,2.9705968386208e-07,0.331
"3088","MDA","JAM",7.21968907398246e-09,2.16590672219474e-08,0.321
"3089","MDA","PRK",9.38083212196042e-09,1.87616642439208e-08,0.348
"3090","MDA","MDG",4.99602483919587e-08,1.49880745175876e-07,0.33
"3091","MDA","MDV",1.84593737920586e-08,3.69187475841172e-08,0.096
"3092","MDA","MRT",1.44075220198285e-08,3.02271257263169e-08,0.075
"3093","MDA","MOZ",2.72002380461606e-08,7.92159156965547e-08,0.069
"3094","MDA","NAM",4.32139688580452e-10,1.29641906574136e-09,0.356
"3095","MDA","NCL",4.37213047686659e-09,1.31163914305998e-08,0.356
"3096","MDA","WSM",2.38479844192723e-09,7.1543953257817e-09,0.346
"3097","MDA","STP",8.66362688877896e-10,2.59908806663369e-09,0.369
"3098","MDA","SUR",2.88787562959299e-10,8.66362688877896e-10,0.337
"3099","MDA","TKL",1.54920534785903e-08,4.64761604357709e-08,0.314
"3100","MDA","TCA",5.48696369622667e-08,1.646089108868e-07,0.35
"3101","MDA","UGA",2.16069844290226e-09,6.48209532870678e-09,0.347
"3102","MDA","VUT",1.54920534785903e-09,4.64761604357709e-09,0.327
"3103","MDA","ZMB",6.89396379797268e-08,2.0681891393918e-07,0.336
"3104","MNG","DZA",1.43749878193117e-08,4.18285443921938e-08,0.086
"3105","MNG","AGO",1.29752505174101e-07,3.74665109999252e-07,0.081
"3106","MNG","ARM",5.37845411132401e-07,1.58014905521022e-06,0.091
"3107","MNG","ABW",4.75353657438497e-08,1.42606097231549e-07,0.343
"3108","MNG","BGD",1.91591306509087e-08,5.62849927317626e-08,0.097
"3109","MNG","BRB",4.32139688580452e-09,1.29641906574136e-08,0.319
"3110","MNG","BTN",3.47438226739275e-10,1.04231468021782e-09,0.344
"3111","MNG","CMR",9.10638743663262e-08,1.96505958379956e-07,0.086
"3112","MNG","MAC",5.15566368308041e-09,1.54669910492412e-08,0.321
"3113","MNG","COG",4.93255811071949e-07,1.47976743321585e-06,0.307
"3114","MNG","CRI",2.36257994182707e-08,7.08773982548121e-08,0.304
"3115","MNG","CIV",7.94932813975744e-10,2.38479844192723e-09,0.301
"3116","MNG","HRV",1.29641906574136e-09,3.88925719722407e-09,0.347
"3117","MNG","CYP",7.94932813975744e-10,2.38479844192723e-09,0.36
"3118","MNG","DOM",2.90577653423799e-08,8.59808968061761e-08,0.096
"3119","MNG","ECU",6.26044875802621e-09,1.87813462740786e-08,0.336
"3120","MNG","SLV",7.44904633727147e-10,1.48980926745429e-09,0.085
"3121","MNG","SWZ",7.94932813975744e-10,2.38479844192723e-09,0.302
"3122","MNG","GEO",4.42336310639483e-09,9.38083212196042e-09,0.085
"3123","MNG","GHA",1.26771790862963e-08,3.5438699127406e-08,0.087
"3124","MNG","GRD",3.68261691648601e-09,1.1047850749458e-08,0.329
"3125","MNG","GUY",7.60911147076578e-09,2.07427050518617e-08,0.088
"3126","MNG","JOR",1.127016142059e-09,2.42810189986114e-09,0.079
"3127","MNG","LVA",2.4267553394599e-08,4.8535106789198e-08,0.099
"3128","MNG","LBR",6.80895688893e-07,1.48401390148281e-06,0.064
"3129","MNG","MDG",3.36952163159339e-08,1.01085648947802e-07,0.342
"3130","MNG","MLI",7.99107921500332e-09,2.397323764501e-08,0.312
"3131","MNG","MRT",3.57719766289085e-09,1.07315929886725e-08,0.335
"3132","MNG","MNE",7.65728098636473e-10,1.53145619727295e-09,0.079
"3133","MNG","NAM",1.04231468021782e-09,3.12694404065347e-09,0.36
"3134","MNG","NER",3.39068826284494e-08,7.51521920930926e-08,0.085
"3135","MNG","OMN",4.2245676244786e-07,1.26632797266336e-06,0.093
"3136","MNG","PAN",6.57049254607899e-10,1.3140985092158e-09,0.073
"3137","MNG","VCT",3.47438226739275e-10,6.9487645347855e-10,0.339
"3138","MNG","WSM",8.64279377160904e-10,2.59283813148271e-09,0.333
"3139","MNG","SRB",7.02459176819706e-06,2.10737753045912e-05,0.332
"3140","MNG","SYC",1.69388547272923e-09,3.88925719722407e-09,0.095
"3141","MNG","SUR",5.9929174201604e-09,1.19858348403208e-08,0.082
"3142","MNG","SYR",1.58986562795149e-08,4.76959688385447e-08,0.327
"3143","MNG","TJK",3.6535079646881e-09,7.30701592937619e-09,0.093
"3144","MNG","TUN",1.56953548790526e-09,3.13907097581052e-09,0.095
"3145","MNG","UGA",3.87301336964757e-09,1.16190401089427e-08,0.335
"3146","MNG","ZWE",7.34739563704032e-10,1.46947912740806e-09,0.09
"3147","MNE","DZA",1.02764544420306e-07,3.07251318580701e-07,0.087
"3148","MNE","AGO",6.97142406536563e-09,2.09142721960969e-08,0.332
"3149","MNE","ARM",2.88787562959299e-10,8.66362688877896e-10,0.344
"3150","MNE","ABW",4.79387354512436e-08,1.43816206353731e-07,0.319
"3151","MNE","BHS",7.74602673929515e-10,2.32380802178854e-09,0.302
"3152","MNE","BHR",1.15515025183719e-09,3.46545075551158e-09,0.333
"3153","MNE","BMU",4.32139688580452e-10,1.29641906574136e-09,0.35
"3154","MNE","BOL",3.47438226739275e-10,1.04231468021782e-09,0.339
"3155","MNE","VGB",2.16069844290226e-09,6.48209532870678e-09,0.335
"3156","MNE","CMR",5.19817613326737e-09,1.55945283998021e-08,0.317
"3157","MNE","TCD",7.36523383297202e-09,2.2095701498916e-08,0.346
"3158","MNE","CHL",1.2346243805265e-09,2.59908806663369e-09,0.072
"3159","MNE","MAC",2.88787562959299e-10,8.66362688877896e-10,0.34
"3160","MNE","CRI",3.87301336964757e-10,1.16190401089427e-09,0.355
"3161","MNE","CIV",6.62871044967481e-09,1.98861313490244e-08,0.334
"3162","MNE","ECU",1.81936164664358e-08,3.63872329328716e-08,0.335
"3163","MNE","GNQ",2.72248003805685e-08,8.16744011417055e-08,0.302
"3164","MNE","SWZ",2.44948600586156e-09,6.48209532870678e-09,0.084
"3165","MNE","ETH",2.7766891044434e-07,7.05957662890368e-07,0.08
"3166","MNE","GHA",2.64603948209894e-07,7.92945481940805e-07,0.091
"3167","MNE","HND",4.29263719546902e-08,1.28779115864071e-07,0.322
"3168","MNE","ISL",4.66794618362332e-09,1.16190401089427e-08,0.089
"3169","MNE","IRN",2.02151294071509e-09,6.06453882214527e-09,0.331
"3170","MNE","JOR",8.03130067656581e-09,1.94462859861203e-08,0.103
"3171","MNE","PRK",3.97466406987872e-10,8.1480613432512e-10,0.337
"3172","MNE","KGZ",3.28889826614088e-07,6.57779653228177e-07,0.099
"3173","MNE","MDG",1.3897529069571e-09,4.1692587208713e-09,0.328
"3174","MNE","MRT",1.12285340496369e-08,2.77236060440927e-08,0.099
"3175","MNE","MUS",1.54669910492412e-08,4.64009731477237e-08,0.335
"3176","MNE","MOZ",4.22380454867536e-07,1.24288320931403e-06,0.085
"3177","MNE","NCL",3.87301336964757e-10,1.16190401089427e-09,0.355
"3178","MNE","OMN",7.20927251539751e-10,1.58520662870066e-09,0.101
"3179","MNE","PRY",1.48118678392292e-09,3.57719766289085e-09,0.095
"3180","MNE","PER",1.45069157385357e-09,3.48571203268282e-09,0.107
"3181","MNE","SLE",3.68261691648601e-10,1.1047850749458e-09,0.363
"3182","MNE","SOM",6.59188428050995e-08,1.97756528415299e-07,0.312
"3183","MNE","SDN",2.43206758717492e-09,7.29620276152477e-09,0.343
"3184","MNE","SUR",6.97619099177776e-07,1.39523819835555e-06,0.088
"3185","MNE","SYR",2.98796874995776e-08,8.96390624987329e-08,0.323
"3186","MNE","TJK",7.94932813975744e-09,2.38479844192723e-08,0.334
"3187","MNE","TTO",7.95124978970207e-08,1.59024995794041e-07,0.094
"3188","MNE","TUN",2.36895116745436e-09,6.06453882214527e-09,0.081
"3189","MNE","UGA",1.86485335796805e-07,5.57071208948487e-07,0.073
"3190","MNE","VEN",2.89533591348903e-08,8.68600774046709e-08,0.326
"3191","MNE","ZMB",3.68261691648601e-10,1.1047850749458e-09,0.317
"3192","MAR","AIA",5.03491738054185e-09,1.51047521416255e-08,0.327
"3193","MAR","ABW",1.3652550963958e-08,3.57719766289085e-08,0.088
"3194","MAR","VGB",3.87301336964757e-10,1.16190401089427e-09,0.345
"3195","MAR","CYM",4.6503569617581e-08,1.39510708852743e-07,0.338
"3196","MAR","GUM",3.87301336964757e-10,1.16190401089427e-09,0.322
"3197","MAR","LAO",1.73719113369637e-09,5.21157340108912e-09,0.341
"3198","MAR","MNP",1.13952889761973e-08,3.31435522483741e-08,0.107
"3199","MAR","PNG",5.21157340108913e-09,1.56347202032674e-08,0.351
"3200","MAR","SHN",6.47870243390232e-08,1.94361073017069e-07,0.33
"3201","MAR","KNA",1.54504562814649e-08,3.33871781869813e-08,0.077
"3202","MAR","TLS",7.74602673929515e-10,2.32380802178854e-09,0.329
"3203","MOZ","ALB",7.74602673929515e-10,2.32380802178854e-09,0.346
"3204","MOZ","DZA",8.65995048603256e-08,1.97055697992686e-07,0.084
"3205","MOZ","ASM",1.18188024330874e-07,2.36376048661748e-07,0.095
"3206","MOZ","ARM",5.27765026195668e-09,1.47281657109242e-08,0.1
"3207","MOZ","BLZ",2.34955618027015e-08,5.05603435639129e-08,0.084
"3208","MOZ","BEN",2.54962416262467e-08,5.09924832524934e-08,0.306
"3209","MOZ","BES",1.51037234655391e-08,4.53111703966174e-08,0.315
"3210","MOZ","BIH",2.6920524050702e-08,5.57460198268783e-08,0.086
"3211","MOZ","VGB",2.7795058139142e-09,8.3385174417426e-09,0.332
"3212","MOZ","BRN",6.39495589508007e-08,1.90552257786661e-07,0.1
"3213","MOZ","CAF",2.7822648489151e-09,8.34679454674532e-09,0.362
"3214","MOZ","DJI",5.31580486911091e-08,1.59474146073327e-07,0.349
"3215","MOZ","GNQ",1.93650668482379e-09,5.80952005447136e-09,0.341
"3216","MOZ","GIB",7.94932813975744e-10,2.38479844192723e-09,0.324
"3217","MOZ","GNB",3.19643168600133e-08,9.58929505800399e-08,0.334
"3218","MOZ","GUY",3.97140447944531e-09,1.1047850749458e-08,0.099
"3219","MOZ","HTI",7.16507473384801e-08,2.1495224201544e-07,0.351
"3220","MOZ","HND",2.12610509787192e-08,4.29904484030881e-08,0.084
"3221","MOZ","KIR",3.57719766289085e-09,1.07315929886725e-08,0.347
"3222","MOZ","KGZ",4.0788955379005e-08,1.19239922096362e-07,0.081
"3223","MOZ","LAO",4.76959688385447e-09,1.43087906515634e-08,0.371
"3224","MOZ","LBY",5.46094885120308e-08,1.63828465536092e-07,0.289
"3225","MOZ","FSM",7.94932813975744e-10,2.38479844192723e-09,0.344
"3226","MOZ","MNG",1.69388547272923e-09,3.88925719722407e-09,0.094
"3227","MOZ","MNP",5.55673377235369e-09,1.2780944119837e-08,0.092
"3228","MOZ","PNG",2.82185654483479e-08,7.81736010163369e-08,0.107
"3229","MOZ","SHN",8.90793075018942e-09,2.67237922505683e-08,0.323
"3230","MOZ","KNA",1.16190401089427e-09,3.48571203268282e-09,0.337
"3231","MOZ","WSM",5.77575125918597e-10,1.73272537775579e-09,0.339
"3232","MOZ","SSD",6.24022258970959e-08,1.87206677691288e-07,0.319
"3233","MOZ","TKL",6.52329119607966e-09,1.36776865218614e-08,0.081
"3234","MOZ","TKM",4.32139688580452e-10,1.29641906574136e-09,0.341
"3235","MOZ","TCA",3.87301336964757e-09,1.16190401089427e-08,0.338
"3236","MOZ","VEN",1.28552143893532e-08,3.85656431680595e-08,0.36
"3237","MMR","ASM",4.37213047686659e-09,1.31163914305998e-08,0.343
"3238","MMR","AGO",2.05699255617382e-06,4.59701069684948e-06,0.069
"3239","MMR","AIA",6.04995564012633e-09,1.8149866920379e-08,0.295
"3240","MMR","ATG",2.88373728193598e-08,8.65121184580795e-08,0.351
"3241","MMR","ARM",3.88925719722407e-09,1.16677715916722e-08,0.334
"3242","MMR","ABW",3.40534666854359e-07,8.28437559767616e-07,0.083
"3243","MMR","AZE",2.87286953905529e-08,7.78475687299162e-08,0.083
"3244","MMR","BRB",2.7822648489151e-09,8.34679454674532e-09,0.319
"3245","MMR","BMU",9.33421727333777e-08,2.80026518200133e-07,0.343
"3246","MMR","VGB",1.07602782456533e-07,3.22808347369598e-07,0.363
"3247","MMR","BDI",4.66710863666888e-08,1.40013259100066e-07,0.376
"3248","MMR","CPV",5.85018033456382e-09,1.2780944119837e-08,0.086
"3249","MMR","CAF",1.55929691280215e-08,3.1185938256043e-08,0.09
"3250","MMR","DMA",2.8694075321742e-07,8.60822259652261e-07,0.352
"3251","MMR","SLV",2.54530276573886e-07,7.63590829721659e-07,0.324
"3252","MMR","ERI",6.00674167126828e-08,1.80202250138049e-07,0.352
"3253","MMR","ETH",4.11969362645961e-07,1.21267000772e-06,0.078
"3254","MMR","FRO",7.06003906495242e-08,1.99648536124169e-07,0.084
"3255","MMR","PYF",5.03658115211733e-08,1.00731623042347e-07,0.099
"3256","MMR","GAB",6.64491396410735e-06,1.99347418923221e-05,0.333
"3257","MMR","GIB",3.05657204068339e-08,9.16971612205016e-08,0.324
"3258","MMR","GRL",3.06819178892121e-08,9.20457536676363e-08,0.348
"3259","MMR","GRD",1.38284700345745e-08,4.14854101037234e-08,0.341
"3260","MMR","GNB",3.50257085659615e-07,7.0051417131923e-07,0.102
"3261","MMR","GUY",1.85820066089594e-08,5.57460198268783e-08,0.322
"3262","MMR","HTI",5.68376961992657e-08,1.70513088597797e-07,0.297
"3263","MMR","HND",3.87629300656666e-07,1.16288790197e-06,0.302
"3264","MMR","JAM",1.733166096448e-07,5.09492692836353e-07,0.074
"3265","MMR","KIR",2.2903403494764e-08,6.87102104842919e-08,0.313
"3266","MMR","PRK",5.41038890102726e-07,1.62311667030818e-06,0.337
"3267","MMR","LSO",6.99697214132341e-09,2.09909164239702e-08,0.337
"3268","MMR","LBY",9.0224874386247e-08,2.70674623158741e-07,0.291
"3269","MMR","MWI",4.05678444728468e-08,1.0500994432505e-07,0.075
"3270","MMR","MRT",3.21947789660176e-08,9.65843368980529e-08,0.335
"3271","MMR","MDA",3.42851634924847e-07,1.02855490477454e-06,0.353
"3272","MMR","NAM",3.9065219559732e-09,1.04231468021782e-08,0.081
"3273","MMR","NRU",2.89233465550053e-08,7.13030486157746e-08,0.084
"3274","MMR","NCL",2.0194296289981e-09,4.32973013267249e-09,0.092
"3275","MMR","NIC",9.11809535706233e-09,2.60578670054456e-08,0.099
"3276","MMR","MNP",4.45103879237866e-08,1.3353116377136e-07,0.325
"3277","MMR","PLW",4.32139688580452e-10,1.29641906574136e-09,0.328
"3278","MMR","RWA",7.74602673929515e-10,2.32380802178854e-09,0.362
"3279","MMR","SHN",3.02497782006316e-09,9.07493346018949e-09,0.344
"3280","MMR","KNA",2.03105653632813e-08,6.09316960898438e-08,0.335
"3281","MMR","WSM",4.97067029959434e-06,1.48427018836728e-05,0.069
"3282","MMR","SOM",1.73886970531886e-08,5.1123776479348e-08,0.091
"3283","MMR","SYR",7.73530042559009e-08,2.32059012767703e-07,0.327
"3284","MMR","TON",2.70277156751753e-08,8.10831470255259e-08,0.317
"3285","MMR","TKM",1.59821584300066e-08,4.794647529002e-08,0.316
"3286","MMR","UGA",2.46169559591433e-08,6.61173723528092e-08,0.08
